annotation_id,system_id,query_id,claim_text,annotator_1_judgment,annotator_2_judgment,annotator_3_judgment,majority_judgment,annotator_1_confidence,annotator_2_confidence,annotator_3_confidence,mean_confidence,evidence_snippet,fleiss_kappa_batch,annotation_date,adjudicated
FC4-0752,S4,S4-Q48785,Sample claim 752 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 752.,0.689,2024-10-21,0
FC4-0753,S1,S1-Q18080,Sample claim 753 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,5,4.0,Evidence snippet supporting judgment for claim 753.,0.689,2024-10-08,0
FC4-0754,S2,S2-Q14784,Sample claim 754 from AI Code Assistant IDE Plugin output.,CORRECT,UNVERIFIABLE,UNVERIFIABLE,UNVERIFIABLE,3,5,4,4.0,Evidence snippet supporting judgment for claim 754.,0.689,2024-10-20,0
FC4-0755,S3,S3-Q44434,Sample claim 755 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 755.,0.689,2024-12-18,0
FC4-0756,S4,S4-Q20473,Sample claim 756 from Medical Triage Assistant output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 756.,0.689,2024-12-17,0
FC4-0757,S1,S1-Q44830,Sample claim 757 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 757.,0.689,2024-10-26,0
FC4-0758,S2,S2-Q09513,Sample claim 758 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 758.,0.689,2024-12-23,0
FC4-0759,S3,S3-Q07759,Sample claim 759 from Document Summarization and QA output.,UNVERIFIABLE,UNVERIFIABLE,CORRECT,UNVERIFIABLE,5,5,5,5.0,Evidence snippet supporting judgment for claim 759.,0.689,2024-10-24,0
FC4-0760,S4,S4-Q19881,Sample claim 760 from Medical Triage Assistant output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 760.,0.689,2024-11-26,0
FC4-0761,S1,S1-Q12317,Sample claim 761 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,5,4,3,4.0,Evidence snippet supporting judgment for claim 761.,0.689,2024-10-14,0
FC4-0762,S2,S2-Q37162,Sample claim 762 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,INCORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 762.,0.689,2024-12-18,0
FC4-0763,S3,S3-Q31235,Sample claim 763 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,5,4.0,Evidence snippet supporting judgment for claim 763.,0.689,2024-10-18,0
FC4-0764,S4,S4-Q32208,Sample claim 764 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 764.,0.689,2024-11-30,0
FC4-0765,S1,S1-Q14586,Sample claim 765 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 765.,0.689,2024-12-25,0
FC4-0766,S2,S2-Q45080,Sample claim 766 from AI Code Assistant IDE Plugin output.,INCORRECT,CORRECT,CORRECT,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 766.,0.689,2024-11-11,0
FC4-0767,S3,S3-Q24929,Sample claim 767 from Document Summarization and QA output.,UNVERIFIABLE,UNVERIFIABLE,CORRECT,UNVERIFIABLE,3,5,5,4.33,Evidence snippet supporting judgment for claim 767.,0.689,2024-11-10,0
FC4-0768,S4,S4-Q46145,Sample claim 768 from Medical Triage Assistant output.,CORRECT,INCORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 768.,0.689,2024-10-05,0
FC4-0769,S1,S1-Q35250,Sample claim 769 from Customer Support Chatbot output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 769.,0.689,2024-11-20,0
FC4-0770,S2,S2-Q19083,Sample claim 770 from AI Code Assistant IDE Plugin output.,INCORRECT,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 770.,0.689,2024-11-26,0
FC4-0771,S3,S3-Q19296,Sample claim 771 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 771.,0.689,2024-12-18,0
FC4-0772,S4,S4-Q05928,Sample claim 772 from Medical Triage Assistant output.,INCORRECT,CORRECT,INCORRECT,INCORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 772.,0.689,2024-12-04,0
FC4-0773,S1,S1-Q25761,Sample claim 773 from Customer Support Chatbot output.,CORRECT,CORRECT,INCORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 773.,0.689,2024-11-22,0
FC4-0774,S2,S2-Q05911,Sample claim 774 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 774.,0.689,2024-11-02,0
FC4-0775,S3,S3-Q08097,Sample claim 775 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 775.,0.689,2024-10-12,0
FC4-0776,S4,S4-Q47637,Sample claim 776 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 776.,0.689,2024-12-05,0
FC4-0777,S1,S1-Q37061,Sample claim 777 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,4,3.33,Evidence snippet supporting judgment for claim 777.,0.689,2024-12-24,0
FC4-0778,S2,S2-Q20190,Sample claim 778 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 778.,0.689,2024-11-09,0
FC4-0779,S3,S3-Q13295,Sample claim 779 from Document Summarization and QA output.,CORRECT,INCORRECT,CORRECT,CORRECT,3,3,3,3.0,Evidence snippet supporting judgment for claim 779.,0.689,2024-10-01,0
FC4-0780,S4,S4-Q39845,Sample claim 780 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 780.,0.689,2024-12-03,0
FC4-0781,S1,S1-Q39402,Sample claim 781 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,3,3.67,Evidence snippet supporting judgment for claim 781.,0.689,2024-12-16,0
FC4-0782,S2,S2-Q03206,Sample claim 782 from AI Code Assistant IDE Plugin output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 782.,0.689,2024-10-24,0
FC4-0783,S3,S3-Q39537,Sample claim 783 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 783.,0.689,2024-11-08,0
FC4-0784,S4,S4-Q18638,Sample claim 784 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 784.,0.689,2024-12-18,0
FC4-0785,S1,S1-Q49109,Sample claim 785 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 785.,0.689,2024-12-14,0
FC4-0786,S2,S2-Q04435,Sample claim 786 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 786.,0.689,2024-11-24,0
FC4-0787,S3,S3-Q21576,Sample claim 787 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 787.,0.689,2024-12-07,0
FC4-0788,S4,S4-Q47824,Sample claim 788 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 788.,0.689,2024-12-20,0
FC4-0789,S1,S1-Q27988,Sample claim 789 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 789.,0.689,2024-12-17,0
FC4-0790,S2,S2-Q40259,Sample claim 790 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,4,3,4.0,Evidence snippet supporting judgment for claim 790.,0.689,2024-12-12,0
FC4-0791,S3,S3-Q46438,Sample claim 791 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,3,3.67,Evidence snippet supporting judgment for claim 791.,0.689,2024-11-07,0
FC4-0792,S4,S4-Q13588,Sample claim 792 from Medical Triage Assistant output.,INCORRECT,CORRECT,CORRECT,CORRECT,5,3,5,4.33,Evidence snippet supporting judgment for claim 792.,0.689,2024-12-18,0
FC4-0793,S1,S1-Q00741,Sample claim 793 from Customer Support Chatbot output.,INCORRECT,CORRECT,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 793.,0.689,2024-12-21,0
FC4-0794,S2,S2-Q36045,Sample claim 794 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,5,4.33,Evidence snippet supporting judgment for claim 794.,0.689,2024-11-11,0
FC4-0795,S3,S3-Q40370,Sample claim 795 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 795.,0.689,2024-10-04,0
FC4-0796,S4,S4-Q02331,Sample claim 796 from Medical Triage Assistant output.,UNVERIFIABLE,CORRECT,UNVERIFIABLE,UNVERIFIABLE,5,4,4,4.33,Evidence snippet supporting judgment for claim 796.,0.689,2024-12-22,0
FC4-0797,S1,S1-Q27129,Sample claim 797 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 797.,0.689,2024-10-08,0
FC4-0798,S2,S2-Q01227,Sample claim 798 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 798.,0.689,2024-10-27,0
FC4-0799,S3,S3-Q18381,Sample claim 799 from Document Summarization and QA output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,4,3,3,3.33,Evidence snippet supporting judgment for claim 799.,0.689,2024-10-04,0
FC4-0800,S4,S4-Q25531,Sample claim 800 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 800.,0.689,2024-10-24,0
